,ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Cash_Demand_Lag_2,Cash_Demand_Lag_7,Cash_Demand_MA_3,Cash_Demand_MA_7,Withdrawals_MA_7,Net_Cash_Flow,Withdrawal_to_Deposit_Ratio,Cash_Level_Change,Cash_Utilization_Rate
1212,ATM_0044,2023-06-23,Friday,Night,49046,2745,Supermarket,0,0,101511,Cloudy,2,55442,30190.0,46214.0,45421.0,52433.57142857143,59763.28571428572,-46301,17.860888565185725,7490.0,0.4831594605510733
1497,ATM_0044,2023-06-30,Friday,Morning,65459,7367,Bank Branch,0,0,73553,Cloudy,4,68683,50631.0,51614.0,58252.0,54872.0,59804.71428571428,-58092,8.884229098805646,-27958.0,0.8899569018258943
146,ATM_0044,2023-07-01,Saturday,Night,44859,8142,Standalone,0,0,71849,Cloudy,4,41707,55442.0,62257.0,55277.333333333336,51936.28571428572,56490.28571428572,-36717,5.508903352572762,-1704.0,0.6243510696043091
154,ATM_0044,2023-07-14,Friday,Afternoon,53165,9516,Mall,0,0,89101,Snowy,4,53923,68683.0,55780.0,54771.0,51671.0,55250.71428571428,-43649,5.586319218241043,17252.0,0.5966824165834278
4762,ATM_0044,2023-07-14,Friday,Evening,48248,12171,Standalone,0,0,134488,Snowy,4,31961,41707.0,61121.0,42530.333333333336,47505.28571428572,52054.142857142855,-36077,3.9638514623726584,45387.0,0.3587531973112843
1400,ATM_0044,2023-07-16,Sunday,Night,57371,8854,Bank Branch,0,0,77259,Clear,3,50082,53923.0,30190.0,45322.0,50347.0,54707.0,-48517,6.478938452851496,-57229.0,0.7425801524741454
5190,ATM_0044,2023-07-25,Tuesday,Afternoon,69924,11737,Supermarket,0,0,85891,Clear,1,69110,31961.0,50631.0,50384.333333333336,52986.857142857145,55438.857142857145,-58187,5.957062531947521,8632.0,0.8141015938806161
2247,ATM_0044,2023-07-26,Wednesday,Morning,47745,11000,Mall,0,0,98659,Rainy,3,43761,50082.0,55442.0,54317.666666666664,51318.142857142855,55253.0,-36745,4.340059994545951,12768.0,0.4839396304442575
630,ATM_0044,2023-07-30,Sunday,Afternoon,49317,7878,Supermarket,0,0,88603,Snowy,5,46407,69110.0,68683.0,53092.666666666664,48135.857142857145,52947.0,-41439,6.259296865084401,-10056.0,0.5566064354480097
2355,ATM_0044,2023-07-31,Monday,Afternoon,45825,7236,Mall,0,0,88093,Clear,3,40402,43761.0,41707.0,43523.333333333336,47949.42857142857,53085.0,-38589,6.332043664501866,-510.0,0.5201888912853462
2936,ATM_0044,2023-08-04,Friday,Evening,59596,12262,Bank Branch,0,0,115072,Cloudy,0,54244,46407.0,53923.0,47017.666666666664,47995.28571428572,54003.71428571428,-47334,4.859822229470765,26979.0,0.5179018353726362
5184,ATM_0044,2023-08-04,Friday,Night,31023,14889,Bank Branch,0,0,98295,Rainy,3,17654,40402.0,31961.0,37433.333333333336,45951.42857142857,51543.0,-16134,2.0834788448623236,-16777.0,0.31561117045627957
810,ATM_0044,2023-08-13,Sunday,Morning,32004,0,Mall,0,0,117160,Cloudy,2,32168,54244.0,50082.0,34688.666666666664,43392.28571428572,47919.142857142855,-32004,32004.0,18865.0,0.27316490269716626
383,ATM_0044,2023-08-23,Wednesday,Night,65015,6729,Mall,0,0,63387,Snowy,1,66747,17654.0,69110.0,38856.333333333336,43054.71428571428,47217.857142857145,-58286,9.660475482912332,-53773.0,1.0256834997712465
936,ATM_0044,2023-08-26,Saturday,Afternoon,35388,13517,Supermarket,0,0,73852,Rainy,2,28921,32168.0,43761.0,42612.0,40934.71428571428,45452.57142857143,-21871,2.6178428761651134,10465.0,0.47917456534691005
201,ATM_0044,2023-08-31,Thursday,Night,49013,2759,Supermarket,0,0,56023,Clear,1,39942,66747.0,46407.0,45203.333333333336,40011.142857142855,45409.142857142855,-46254,17.758333333333333,-17829.0,0.874872820091748
330,ATM_0044,2023-09-03,Sunday,Morning,34637,19270,Supermarket,0,0,124420,Snowy,0,15764,28921.0,40402.0,28209.0,36491.42857142857,43810.857142857145,-15367,1.7973639146904676,68397.0,0.2783877190162353
5506,ATM_0044,2023-09-05,Tuesday,Night,59445,9547,Bank Branch,0,0,102102,Cloudy,1,57446,39942.0,54244.0,37717.333333333336,36948.857142857145,43789.28571428572,-49898,6.225911185588605,-22318.0,0.5822119057413175
4660,ATM_0044,2023-09-06,Wednesday,Afternoon,28274,8538,Standalone,0,0,81244,Cloudy,4,21550,15764.0,17654.0,31586.666666666668,37505.42857142857,43396.57142857143,-19736,3.3111605574423235,-20858.0,0.3480133917581606
4204,ATM_0044,2023-09-10,Sunday,Afternoon,58260,14340,Gas Station,0,0,85482,Clear,2,45723,57446.0,32168.0,41573.0,39441.857142857145,47147.42857142857,-43920,4.0624782093298935,4238.0,0.6815469923492665
737,ATM_0044,2023-09-13,Wednesday,Afternoon,37957,19862,Supermarket,0,0,72280,Rainy,2,12327,21550.0,66747.0,26533.333333333332,31667.571428571428,43282.0,-18095,1.910939938579268,-13202.0,0.5251383508577753
2210,ATM_0044,2023-09-13,Wednesday,Morning,76548,14549,Supermarket,0,0,112800,Snowy,3,64780,45723.0,28921.0,40943.333333333336,36790.28571428572,49162.0,-61999,5.261030927835051,40520.0,0.6786170212765957
4166,ATM_0044,2023-09-22,Friday,Morning,51476,8870,Mall,0,0,108684,Cloudy,1,45339,12327.0,39942.0,40815.333333333336,37561.28571428572,49513.857142857145,-42606,5.802727990080036,-4116.0,0.4736299731331199
4863,ATM_0044,2023-09-25,Monday,Afternoon,69062,11797,Mall,0,0,51525,Rainy,4,44995,64780.0,15764.0,51704.666666666664,41737.142857142855,54431.71428571428,-57265,5.853704017630107,-57159.0,1.3403590490053372
772,ATM_0044,2023-09-26,Tuesday,Evening,22398,9838,Mall,0,0,112810,Rainy,5,12241,45339.0,57446.0,34191.666666666664,35279.28571428572,49139.28571428572,-12560,2.2764508588271166,61285.0,0.1985462281712614
4488,ATM_0044,2023-09-29,Friday,Morning,45249,1700,Mall,0,0,116807,Cloudy,1,45683,44995.0,21550.0,34306.333333333336,38726.857142857145,51564.28571428572,-43549,26.60141093474427,3997.0,0.38738260549453374
493,ATM_0044,2023-10-08,Sunday,Morning,52984,16178,Supermarket,0,0,78578,Clear,0,45345,12241.0,45723.0,34423.0,38672.857142857145,50810.57142857143,-36806,3.2748624760491998,-38229.0,0.6742854234009519
1940,ATM_0044,2023-10-11,Wednesday,Evening,44504,10883,Supermarket,0,0,100447,Cloudy,1,33259,45683.0,12327.0,41429.0,41663.142857142855,51745.857142857145,-33621,4.088937890481441,21869.0,0.44305952392804165
4802,ATM_0044,2023-10-15,Sunday,Afternoon,55747,7999,Standalone,0,0,109295,Clear,3,50279,45345.0,64780.0,42961.0,39591.57142857143,48774.28571428572,-47748,6.968375,8848.0,0.5100599295484698
5217,ATM_0044,2023-10-23,Monday,Afternoon,20893,5603,Mall,0,0,83549,Rainy,4,18511,33259.0,45339.0,34016.333333333336,35759.0,44405.28571428572,-15290,3.728229835831549,-25746.0,0.2500688218889514
1180,ATM_0044,2023-10-31,Tuesday,Evening,58015,10455,Gas Station,0,0,82969,Rainy,4,53793,50279.0,44995.0,40861.0,37015.857142857145,42827.142857142855,-47560,5.548488905891355,-580.0,0.6992370644457568
4162,ATM_0044,2023-10-31,Tuesday,Afternoon,37158,10450,Supermarket,0,0,103374,Clear,5,35774,18511.0,12241.0,36026.0,40377.71428571428,44935.71428571428,-26708,3.555449239307243,20405.0,0.3594520865981775
722,ATM_0044,2023-11-11,Saturday,Night,52941,5479,Supermarket,0,0,69020,Clear,3,50872,53793.0,45683.0,46813.0,41119.0,46034.57142857143,-47462,9.660766423357664,-34354.0,0.7670385395537526
5568,ATM_0044,2023-11-14,Tuesday,Morning,57374,5155,Standalone,0,0,105130,Snowy,3,47511,35774.0,45345.0,44719.0,41428.42857142857,46661.71428571428,-52219,11.127618308766486,36110.0,0.5457433653571768
4309,ATM_0044,2023-11-19,Sunday,Morning,48208,7507,Mall,0,0,103937,Clear,4,33655,50872.0,33259.0,44012.666666666664,41485.0,47190.857142857145,-40701,6.420884389984017,-1193.0,0.46381942907722945
3649,ATM_0044,2023-11-27,Monday,Afternoon,64420,17919,Bank Branch,0,0,64875,Clear,2,53512,47511.0,50279.0,44892.666666666664,41946.857142857145,48429.857142857145,-46501,3.5948660714285716,-39062.0,0.9929865125240848
2656,ATM_0044,2023-11-28,Tuesday,Evening,53912,13999,Bank Branch,0,0,114153,Snowy,5,31878,33655.0,18511.0,39681.666666666664,43856.42857142857,53146.857142857145,-39913,3.850857142857143,49278.0,0.4722784333307053
3185,ATM_0044,2023-11-28,Tuesday,Night,73032,19144,Standalone,0,0,144646,Snowy,3,47499,53512.0,53793.0,44296.333333333336,42957.28571428572,55292.142857142855,-53888,3.8146774614781926,30493.0,0.5049016218906849
4852,ATM_0044,2023-12-04,Monday,Evening,29480,12946,Mall,0,0,98908,Clear,0,20941,31878.0,35774.0,33439.333333333336,40838.28571428572,54195.28571428572,-16534,2.2769753610875108,-45738.0,0.29805475795688924
1167,ATM_0044,2023-12-08,Friday,Night,67433,1839,Standalone,0,0,81901,Rainy,0,65371,47499.0,50872.0,44603.666666666664,42909.57142857143,56265.57142857143,-65594,36.64836956521739,-17007.0,0.82334770027228
5615,ATM_0044,2023-12-11,Monday,Evening,61348,6965,Bank Branch,0,0,150690,Snowy,2,44692,20941.0,47511.0,43668.0,42506.857142857145,56833.28571428572,-54383,8.806775768016077,68789.0,0.40711394253102395
1040,ATM_0044,2023-12-16,Saturday,Evening,59683,10096,Mall,0,0,53593,Snowy,1,60459,65371.0,33655.0,56840.666666666664,46336.0,58472.57142857143,-49587,5.910963652570071,-97097.0,1.11363424327804
2407,ATM_0044,2023-12-18,Monday,Evening,40660,16355,Supermarket,0,0,93458,Rainy,2,36793,44692.0,53512.0,47314.666666666664,43947.57142857143,55078.28571428572,-24305,2.4859378821227684,39865.0,0.43506173896295663
2721,ATM_0044,2023-12-19,Tuesday,Night,47987,4688,Gas Station,0,0,97282,Rainy,0,50124,60459.0,31878.0,49125.333333333336,46554.142857142855,54231.857142857145,-43299,10.233951802089997,3824.0,0.49327727637178514
4153,ATM_0044,2023-12-22,Friday,Night,62438,5032,Gas Station,0,0,85511,Clear,1,51294,36793.0,47499.0,46070.333333333336,47096.28571428572,52718.42857142857,-57406,12.40572223326048,-11771.0,0.7301750651962905
4386,ATM_0044,2023-12-28,Thursday,Evening,39397,5909,Supermarket,0,0,116349,Cloudy,2,34998,50124.0,20941.0,45472.0,49104.42857142857,54135.142857142855,-33488,6.666159052453469,30838.0,0.33861055960945086
727,ATM_0045,2022-01-09,Sunday,Morning,68450,8578,Bank Branch,0,0,131811,Clear,2,57750,,,,,,-59872,7.978785406224501,15462.0,0.5193041551919035
2139,ATM_0045,2022-01-11,Tuesday,Night,67528,4465,Gas Station,0,0,126690,Rainy,3,56697,,,,,,-63063,15.120465741155396,-5121.0,0.5330176020206804
1429,ATM_0045,2022-01-21,Friday,Night,67352,8597,Supermarket,0,0,71942,Cloudy,0,47786,57750.0,,54077.666666666664,,,-58755,7.833449639451035,-54748.0,0.9361986044313475
1116,ATM_0045,2022-01-29,Saturday,Morning,29291,7819,Bank Branch,0,0,94847,Rainy,0,19070,56697.0,,41184.333333333336,,,-21472,3.7456521739130433,22905.0,0.30882368446023595
2872,ATM_0045,2022-02-17,Thursday,Night,41159,11171,Gas Station,0,1,104905,Cloudy,3,46089,47786.0,,37648.333333333336,,,-29988,3.684121016827784,10058.0,0.39234545541203947
4753,ATM_0045,2022-02-18,Friday,Morning,60618,8096,Bank Branch,0,0,100514,Cloudy,1,62709,19070.0,,42622.666666666664,,,-52522,7.486476472767691,-4391.0,0.6030801679368049
2129,ATM_0045,2022-02-26,Saturday,Morning,35657,9742,Bank Branch,0,1,107507,Snowy,4,30530,46089.0,,46442.666666666664,45804.42857142857,52865.0,-25915,3.6597557220568615,6993.0,0.33167142604667604
4878,ATM_0045,2022-02-28,Monday,Evening,48213,0,Mall,0,1,85722,Snowy,3,61439,62709.0,57750.0,51559.333333333336,46331.42857142857,49974.0,-48213,48213.0,-21785.0,0.5624343809057185
2511,ATM_0045,2022-03-06,Sunday,Afternoon,26442,17785,Gas Station,0,0,103740,Rainy,2,14783,30530.0,56697.0,35584.0,40343.71428571428,44104.57142857143,-8657,1.4866749128528056,18018.0,0.2548872180451128
4973,ATM_0045,2022-03-12,Saturday,Night,29567,13734,Mall,0,0,95753,Rainy,5,15589,61439.0,47786.0,30603.666666666668,35744.142857142855,38706.71428571428,-15833,2.1526756461594467,-7987.0,0.3087840589850971
4698,ATM_0045,2022-03-22,Tuesday,Afternoon,58964,17304,Standalone,0,0,78401,Clear,3,45779,14783.0,19070.0,25383.666666666668,39559.71428571428,42945.71428571428,-41660,3.40733891938746,-17352.0,0.7520822438489305
2027,ATM_0045,2022-03-28,Monday,Night,66117,17053,Gas Station,0,0,93805,Snowy,5,63521,15589.0,46089.0,41629.666666666664,42050.0,46511.142857142855,-49064,3.8769203705875452,15404.0,0.7048344970950375
554,ATM_0045,2022-04-03,Sunday,Evening,65320,20442,Mall,0,0,68280,Rainy,4,49049,45779.0,62709.0,52783.0,40098.57142857143,47182.857142857145,-44878,3.1952257496453553,-25525.0,0.9566490919742238
4116,ATM_0045,2022-04-05,Tuesday,Evening,38115,7939,Standalone,0,0,139214,Snowy,3,32331,63521.0,30530.0,48300.333333333336,40355.857142857145,47534.0,-30176,4.800377833753148,70934.0,0.2737871191115836
1427,ATM_0045,2022-04-07,Thursday,Afternoon,9881,10412,Gas Station,0,0,92613,Cloudy,2,2708,49049.0,61439.0,28029.333333333332,31965.714285714286,42058.0,531,0.9489100163257467,-46601.0,0.10669128524073294
1398,ATM_0045,2022-04-13,Wednesday,Night,56592,9508,Standalone,0,0,63924,Rainy,4,39897,32331.0,14783.0,24978.666666666668,35553.42857142857,46365.142857142855,-47084,5.951414449468924,-28689.0,0.8853012952881547
186,ATM_0045,2022-04-28,Thursday,Afternoon,73212,18979,Gas Station,0,0,87744,Rainy,3,66038,2708.0,15589.0,36214.333333333336,42760.42857142857,52600.142857142855,-54233,3.857323498419389,23820.0,0.8343818380743983
1963,ATM_0045,2022-05-12,Thursday,Afternoon,49887,12016,Supermarket,0,0,63486,Cloudy,2,35702,39897.0,45779.0,47212.333333333336,41320.857142857145,51303.42857142857,-37871,4.151368894066739,-24258.0,0.7857952934505246
442,ATM_0045,2022-05-16,Monday,Evening,4707,10919,Bank Branch,0,0,136010,Snowy,0,0,66038.0,63521.0,33913.333333333336,32246.428571428572,42530.57142857143,6212,0.43104395604395607,72524.0,0.034607749430188954
447,ATM_0045,2022-05-16,Monday,Night,49860,8360,Mall,0,0,103103,Clear,5,52431,35702.0,49049.0,29377.666666666668,32729.571428571428,40322.0,-41500,5.963401506996771,-32907.0,0.4835940758270855
1248,ATM_0045,2022-05-17,Tuesday,Morning,62851,11990,Supermarket,0,0,107891,Clear,5,60259,0.0,32331.0,37563.333333333336,36719.28571428572,43855.71428571428,-50861,5.241514469185223,4788.0,0.5825416392470179
4404,ATM_0045,2022-05-22,Sunday,Night,71306,15063,Bank Branch,0,0,119920,Snowy,5,52371,52431.0,2708.0,55020.333333333336,43814.0,52630.71428571428,-56243,4.733536909187467,12029.0,0.5946130753835891
419,ATM_0045,2022-05-25,Wednesday,Night,40687,103,Gas Station,0,0,114958,Cloudy,3,41937,60259.0,39897.0,51522.333333333336,44105.42857142857,50358.57142857143,-40584,391.22115384615387,-4962.0,0.35392926112145306
4406,ATM_0045,2022-06-06,Monday,Evening,42827,8476,Gas Station,0,0,103486,Rainy,4,36302,52371.0,66038.0,43536.666666666664,39857.42857142857,46017.857142857145,-34351,5.052141087648932,-11472.0,0.41384341843341127
3719,ATM_0045,2022-06-17,Friday,Afternoon,47980,11179,Bank Branch,0,0,123030,Snowy,3,43907,41937.0,35702.0,40715.333333333336,41029.57142857143,45745.42857142857,-36801,4.291592128801431,19544.0,0.38998618223197595
1640,ATM_0045,2022-06-24,Friday,Afternoon,59148,9800,Supermarket,0,0,115898,Rainy,2,53634,36302.0,0.0,44614.333333333336,48691.57142857143,53522.71428571428,-49348,6.034894398530763,-7132.0,0.5103453036290532
3863,ATM_0045,2022-07-01,Friday,Night,64312,5011,Gas Station,0,0,111340,Snowy,4,65458,43907.0,52431.0,54333.0,50552.57142857143,55587.28571428572,-59301,12.831604150039905,-4558.0,0.5776181067001976
1846,ATM_0045,2022-07-12,Tuesday,Afternoon,87581,7741,Mall,0,0,137902,Snowy,0,80604,53634.0,60259.0,66565.33333333333,53459.0,59120.142857142855,-79840,11.312451562903643,26562.0,0.6350959376948848
2526,ATM_0045,2022-07-14,Thursday,Night,41835,4611,Mall,0,0,83912,Snowy,0,36516,65458.0,52371.0,60859.333333333336,51194.0,54910.0,-37224,9.070901994796184,-53990.0,0.4985580131566403
395,ATM_0045,2022-07-25,Monday,Night,26237,2094,Standalone,0,0,117900,Cloudy,2,27588,80604.0,41937.0,48236.0,49144.142857142855,52845.71428571428,-24143,12.5236276849642,33988.0,0.22253604749787956
1359,ATM_0045,2022-08-16,Tuesday,Night,78198,2869,Supermarket,0,0,107877,Cloudy,5,68389,36516.0,36302.0,44164.333333333336,53728.0,57898.71428571428,-75329,27.246689895470382,-10023.0,0.724881114602742
2995,ATM_0045,2022-09-04,Sunday,Morning,21965,6340,Mall,0,0,75151,Snowy,5,15101,27588.0,43907.0,37026.0,49612.857142857145,54182.28571428572,-15625,3.4639646743415864,-32726.0,0.2922782131974292
4438,ATM_0045,2022-09-09,Friday,Evening,37090,4565,Mall,0,0,80912,Snowy,4,34601,68389.0,53634.0,39363.666666666664,46893.857142857145,51031.142857142855,-32525,8.123083661848446,5761.0,0.4583992485663437
2097,ATM_0045,2022-09-10,Saturday,Afternoon,45608,11574,Mall,0,1,104299,Cloudy,4,38046,15101.0,65458.0,29249.333333333332,42977.857142857145,48359.142857142855,-34034,3.9402159827213823,23387.0,0.4372812778646008
1479,ATM_0045,2022-09-11,Sunday,Night,54860,16009,Bank Branch,0,0,100175,Clear,5,31492,34601.0,80604.0,34713.0,35961.857142857145,43684.71428571428,-38851,3.4266083697688945,-4124.0,0.5476416271524831
3491,ATM_0045,2022-09-15,Thursday,Afternoon,57055,13273,Bank Branch,0,1,111304,Rainy,5,51788,38046.0,36516.0,40442.0,38143.57142857143,45859.0,-43782,4.298252222389634,11129.0,0.5126051175159922
5017,ATM_0045,2022-09-23,Friday,Morning,40943,3182,Bank Branch,0,0,94451,Snowy,4,36826,31492.0,27588.0,40035.333333333336,39463.28571428572,47959.857142857145,-37761,12.863022306000628,-16853.0,0.43348402875565106
1115,ATM_0045,2022-09-25,Sunday,Morning,28936,18366,Standalone,0,0,88210,Snowy,3,18209,51788.0,68389.0,35607.666666666664,32294.714285714286,40922.42857142857,-10570,1.57543420264605,-6241.0,0.32803537013943995
1659,ATM_0045,2022-10-02,Sunday,Night,62666,15508,Bank Branch,0,0,109839,Rainy,2,54444,36826.0,15101.0,36493.0,37915.142857142855,46736.857142857145,-47158,4.040621574569605,21629.0,0.5705259516200986
3589,ATM_0045,2022-10-06,Thursday,Afternoon,52704,8980,Mall,0,0,114318,Cloudy,3,46446,18209.0,34601.0,39699.666666666664,39607.28571428572,48967.42857142857,-43724,5.868388820844004,4479.0,0.4610297590930562
4640,ATM_0045,2022-10-12,Wednesday,Morning,71624,11443,Gas Station,0,1,80461,Cloudy,2,77420,54444.0,38046.0,59436.666666666664,45232.142857142855,52684.0,-60181,6.258650821391122,-33857.0,0.8901703931097054
3883,ATM_0045,2022-10-31,Monday,Evening,60605,10886,Gas Station,0,0,99978,Rainy,4,53718,46446.0,31492.0,59194.666666666664,48407.28571428572,53504.71428571428,-49719,5.566730963534491,19517.0,0.6061833603392747
95,ATM_0045,2022-11-05,Saturday,Morning,51111,1483,Supermarket,0,0,98889,Snowy,4,48807,77420.0,51788.0,59981.666666666664,47981.42857142857,52655.57142857143,-49628,34.44137466307278,-1089.0,0.5168522282559234
1340,ATM_0045,2022-11-12,Saturday,Night,37967,4264,Mall,0,0,121798,Clear,3,40763,53718.0,36826.0,47762.666666666664,48543.857142857145,52230.42857142857,-33703,8.901992966002345,22909.0,0.3117210463225997
3558,ATM_0045,2022-11-27,Sunday,Afternoon,48371,15158,Bank Branch,0,0,71062,Cloudy,5,29581,48807.0,18209.0,39717.0,50168.42857142857,55006.857142857145,-33213,3.190909690612837,-50736.0,0.6806872871576933
1711,ATM_0045,2022-11-28,Monday,Evening,54906,3399,Supermarket,0,0,95224,Cloudy,0,51473,40763.0,54444.0,40605.666666666664,49744.0,53898.28571428572,-51507,16.148823529411764,24162.0,0.57659833655381
484,ATM_0045,2022-12-01,Thursday,Evening,44624,6762,Gas Station,1,0,114883,Clear,1,54895,29581.0,46446.0,45316.333333333336,50951.0,52744.0,-37862,6.598255212183942,19659.0,0.38842996788036527
4777,ATM_0045,2022-12-03,Saturday,Evening,71166,4692,Standalone,0,0,105048,Rainy,0,78796,51473.0,77420.0,61721.333333333336,51147.57142857143,52678.57142857143,-66474,15.164287236309397,-9835.0,0.6774617317797578
950,ATM_0045,2022-12-04,Sunday,Night,39912,11116,Supermarket,0,0,65155,Cloudy,3,34337,54895.0,53718.0,56009.333333333336,48378.857142857145,49722.42857142857,-28796,3.590177206080777,-39893.0,0.6125700253242269
5456,ATM_0045,2022-12-05,Monday,Night,65843,6319,Standalone,0,0,70359,Rainy,3,59039,78796.0,48807.0,57390.666666666664,49840.57142857143,51827.0,-59524,10.418196202531645,5204.0,0.935814892195739
1404,ATM_0045,2022-12-07,Wednesday,Afternoon,57580,12639,Supermarket,0,0,62006,Clear,5,52620,34337.0,40763.0,48665.333333333336,51534.42857142857,54628.857142857145,-44941,4.555379746835443,-8353.0,0.9286198109860336
3436,ATM_0045,2022-12-09,Friday,Evening,48177,5699,Bank Branch,0,0,98357,Snowy,0,51134,59039.0,29581.0,54264.333333333336,54613.42857142857,54601.142857142855,-42478,8.452105263157895,36351.0,0.4898177048913651
4126,ATM_0045,2022-12-12,Monday,Morning,29693,13124,Standalone,0,0,71855,Snowy,2,24386,52620.0,51473.0,42713.333333333336,50743.857142857145,50999.28571428572,-16569,2.2623238095238096,-26502.0,0.4132349871268527
3117,ATM_0045,2022-12-18,Sunday,Night,28298,4202,Gas Station,0,0,94399,Snowy,5,26086,51134.0,54895.0,33868.666666666664,46628.28571428572,48667.0,-24096,6.732809897692125,22544.0,0.2997701246835242
5022,ATM_0045,2022-12-29,Thursday,Night,43757,0,Bank Branch,0,0,114309,Rainy,4,37831,24386.0,78796.0,29434.333333333332,40776.142857142855,44751.42857142857,-43757,43757.0,19910.0,0.3827957553648444
